Unnamed: 0,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,title,journal,publication_date,labels,x_coord,y_coord
5899,32847819,"Cytokine storm release syndrome and the prospects for immunotherapy with COVID-19, part 4: The role of JAK inhibition","Calabrese LH, Lenfant T, Calabrese C.",Cleve Clin J Med. 2021 Mar 1. doi: 10.3949/ccjm.87a.ccc060. Online ahead of print.,Calabrese LH,Cleve Clin J Med,2021,"Cytokine storm release syndrome and the prospects for immunotherapy with COVID-19, part 4: The role of JAK inhibition.",Cleveland Clinic journal of medicine,8/28/2020,Treatments and Outcomes,8.81944,-0.82937676
3811,33370620,Rural disparities in early childhood well child visit attendance,"DeGuzman PB, Huang G, Lyons G, Snitzer J, Keim-Malpass J.",J Pediatr Nurs. 2020 Dec 25;58:76-81. doi: 10.1016/j.pedn.2020.12.005. Online ahead of print.,DeGuzman PB,J Pediatr Nurs,2020,Rural disparities in early childhood well child visit attendance.,Journal of pediatric nursing,12/29/2020,Health-Care,3.987539,-0.8295195
7454,32180426,"An Analysis of 38 Pregnant Women With COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes",Schwartz DA.,Arch Pathol Lab Med. 2020 Jul 1;144(7):799-805. doi: 10.5858/arpa.2020-0901-SA.,Schwartz DA,Arch Pathol Lab Med,2020,"An Analysis of 38 Pregnant Women With COVID-19, Their Newborn Infants, and Maternal-Fetal Transmission of SARS-CoV-2: Maternal Coronavirus Infections and Pregnancy Outcomes.",Archives of pathology & laboratory medicine,3/18/2020,Pregnancy,6.4805593,-0.82987607
2830,33600192,Tackling the negative impact of COVID-19 on work engagement and taking charge: A multi-study investigation of frontline health workers,"Liu D, Chen Y, Li N.",J Appl Psychol. 2021 Feb;106(2):185-198. doi: 10.1037/apl0000866. Epub 2021 Feb 18.,Liu D,J Appl Psychol,2021,Tackling the negative impact of COVID-19 on work engagement and taking charge: A multi-study investigation of frontline health workers.,The Journal of applied psychology,2/19/2021,Mental Health,1.8963886,-0.8298837
772,33902077,"Novel Treatment of Infant With COVID-19 With the Sialidase Fusion Protein, DAS181","Danziger-Isakov L, Khalil N, Divanovic A, Frenck R, Grimley M, Iliopoulos I, Marsh R, Paulsen G, Phillips CL, Schulert G, Spearman P, Blum S, Hui-Chin Ho J.",Pediatr Infect Dis J. 2021 Jun 1;40(6):e234-e235. doi: 10.1097/INF.0000000000003122.,Danziger-Isakov L,Pediatr Infect Dis J,2021,"Novel Treatment of Infant With COVID-19 With the Sialidase Fusion Protein, DAS181.",The Pediatric infectious disease journal,4/27/2021,Not Assigned,7.87495,-0.8300552
6616,32596911,The Future of Bioethics: It Shouldn't Take a Pandemic,"Churchill LR, King NMP, Henderson GE.",Hastings Cent Rep. 2020 May;50(3):54-56. doi: 10.1002/hast.1133.,Churchill LR,Hastings Cent Rep,2020,The Future of Bioethics: It Shouldn't Take a Pandemic.,The Hastings Center report,7/1/2020,Not Assigned,3.6986473,-0.83007765
89,33973175,Genetic Polymorphisms in the Host and COVID-19 Infection,"Delanghe JR, De Buyzere ML, Speeckaert MM.",Adv Exp Med Biol. 2021;1318:109-118. doi: 10.1007/978-3-030-63761-3_7.,Delanghe JR,Adv Exp Med Biol,2021,Genetic Polymorphisms in the Host and COVID-19 Infection.,Advances in experimental medicine and biology,5/12/2021,Treatments and Outcomes,8.263926,-0.83115077
6666,32580258,2019 Novel Coronavirus Pandemic: What Do We Know?,"Margallo LN, Diaz M, Lim PP.",S D Med. 2020 Jun;73(6):262-264.,Margallo LN,S D Med,2020,2019 Novel Coronavirus Pandemic: What Do We Know?,South Dakota medicine : the journal of the South Dakota State Medical Association,6/25/2020,Not Assigned,7.687084,-0.83132863
997,33874789,The Neurobiology of Modern Viral Scourges: ZIKV and COVID-19,"Mittal S, Federman HG, Sievert D, Gleeson JG.",Neuroscientist. 2021 Apr 19:10738584211009149. doi: 10.1177/10738584211009149. Online ahead of print.,Mittal S,Neuroscientist,2021,The Neurobiology of Modern Viral Scourges: ZIKV and COVID-19.,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",4/21/2021,Treatments and Outcomes,7.4952483,-0.83171153
7088,32430459,"Exploring Diseases/Traits and Blood Proteins Causally Related to Expression of ACE2, the Putative Receptor of SARS-CoV-2: A Mendelian Randomization Analysis Highlights Tentative Relevance of Diabetes-Related Traits","Rao S, Lau A, So HC.",Diabetes Care. 2020 Jul;43(7):1416-1426. doi: 10.2337/dc20-0643. Epub 2020 May 19.,Rao S,Diabetes Care,2020,"Exploring Diseases/Traits and Blood Proteins Causally Related to Expression of ACE2, the Putative Receptor of SARS-CoV-2: A Mendelian Randomization Analysis Highlights Tentative Relevance of Diabetes-Related Traits.",Diabetes care,5/21/2020,Treatments and Outcomes,8.150158,-0.832083
2975,33570850,Preventing Clinician Suicide: A Call to Action During the COVID-19 Pandemic and Beyond,"Moutier CY, Myers MF, Feist JB, Feist JC, Zisook S.",Acad Med. 2021 May 1;96(5):624-628. doi: 10.1097/ACM.0000000000003972.,Moutier CY,Acad Med,2021,Preventing Clinician Suicide: A Call to Action During the COVID-19 Pandemic and Beyond.,Academic medicine : journal of the Association of American Medical Colleges,2/12/2021,Not Assigned,2.4726179,-0.8321486
7129,32409439,Practical aspects of targeting IL-6 in COVID-19 disease,"Calabrese C, Rajendram P, Sacha GL, Calabrese L.",Cleve Clin J Med. 2020 Oct 7. doi: 10.3949/ccjm.87a.ccc018. Online ahead of print.,Calabrese C,Cleve Clin J Med,2020,Practical aspects of targeting IL-6 in COVID-19 disease.,Cleveland Clinic journal of medicine,5/16/2020,Treatments and Outcomes,8.800512,-0.8329689
6174,32755175,CT Manifestations of Coronavirus Disease (COVID-19) Pneumonia and Influenza Virus Pneumonia: A Comparative Study,"Lin L, Fu G, Chen S, Tao J, Qian A, Yang Y, Wang M.",AJR Am J Roentgenol. 2021 Jan;216(1):71-79. doi: 10.2214/AJR.20.23304. Epub 2020 Jul 9.,Lin L,AJR Am J Roentgenol,2021,CT Manifestations of Coronavirus Disease (COVID-19) Pneumonia and Influenza Virus Pneumonia: A Comparative Study.,AJR. American journal of roentgenology,8/7/2020,Treatments and Outcomes,7.5365486,-0.83346754
6236,32737153,Outcomes of Maternal-Newborn Dyads After Maternal SARS-CoV-2,"Verma S, Bradshaw C, Auyeung NSF, Lumba R, Farkas JS, Sweeney NB, Wachtel EV, Bailey SM, Noor A, Kunjumon B, Cicalese E, Hate R, Lighter JL, Alessi S, Schweizer WE, Hanna N, Roman AS, Dreyer B, Mally PV.",Pediatrics. 2020 Oct;146(4):e2020005637. doi: 10.1542/peds.2020-005637. Epub 2020 Jul 31.,Verma S,Pediatrics,2020,Outcomes of Maternal-Newborn Dyads After Maternal SARS-CoV-2.,Pediatrics,8/2/2020,Pregnancy,6.4984803,-0.8337498
7019,32463285,Shattered social identity and moral injuries: Work-related conditions in health care professionals during the COVID-19 pandemic,Kröger C.,Psychol Trauma. 2020 Aug;12(S1):S156-S158. doi: 10.1037/tra0000715. Epub 2020 May 28.,Kröger C,Psychol Trauma,2020,Shattered social identity and moral injuries: Work-related conditions in health care professionals during the COVID-19 pandemic.,"Psychological trauma : theory, research, practice and policy",5/29/2020,Not Assigned,2.3632581,-0.8340298
4882,33122348,Fetal Inflammatory Response Syndrome Associated With Maternal SARS-CoV-2 Infection,"McCarty KL, Tucker M, Lee G, Pandey V.",Pediatrics. 2020 Oct 29:e2020010132. doi: 10.1542/peds.2020-010132. Online ahead of print.,McCarty KL,Pediatrics,2020,Fetal Inflammatory Response Syndrome Associated With Maternal SARS-CoV-2 Infection.,Pediatrics,10/31/2020,Pregnancy,6.484567,-0.8340889
5744,32886737,Confirming Vertical Fetal Infection With Coronavirus Disease 2019: Neonatal and Pathology Criteria for Early Onset and Transplacental Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 From Infected Pregnant Mothers,"Schwartz DA, Morotti D, Beigi B, Moshfegh F, Zafaranloo N, Patanè L.",Arch Pathol Lab Med. 2020 Dec 1;144(12):1451-1456. doi: 10.5858/arpa.2020-0442-SA.,Schwartz DA,Arch Pathol Lab Med,2020,Confirming Vertical Fetal Infection With Coronavirus Disease 2019: Neonatal and Pathology Criteria for Early Onset and Transplacental Transmission of Severe Acute Respiratory Syndrome Coronavirus 2 From Infected Pregnant Mothers.,Archives of pathology & laboratory medicine,9/5/2020,Pregnancy,6.513426,-0.83434474
5287,33006879,Is Vertical Transmission of SARS-CoV-2 Infection Possible in Preterm Triplet Pregnancy? A Case Series,"Alwardi TH, Ramdas V, Al Yahmadi M, Al Aisari S, Bhandari S, Saif Al Hashami H, Al Jabri A, Manikoth P, Malviya M.",Pediatr Infect Dis J. 2020 Dec;39(12):e456-e458. doi: 10.1097/INF.0000000000002926.,Alwardi TH,Pediatr Infect Dis J,2020,Is Vertical Transmission of SARS-CoV-2 Infection Possible in Preterm Triplet Pregnancy? A Case Series.,The Pediatric infectious disease journal,10/3/2020,Pregnancy,6.509221,-0.83449984
7419,32233055,Lest we forget,"Halazun KJ, Rosenblatt R.",Am J Transplant. 2020 Jul;20(7):1785-1786. doi: 10.1111/ajt.15888. Epub 2020 Jun 21.,Halazun KJ,Am J Transplant,2020,Lest we forget.,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,4/2/2020,Treatments and Outcomes,7.583247,-0.83463967
7462,32134681,"CT Features of Coronavirus Disease 2019 (COVID-19) Pneumonia in 62 Patients in Wuhan, China","Zhou S, Wang Y, Zhu T, Xia L.",AJR Am J Roentgenol. 2020 Jun;214(6):1287-1294. doi: 10.2214/AJR.20.22975. Epub 2020 Mar 5.,Zhou S,AJR Am J Roentgenol,2020,"CT Features of Coronavirus Disease 2019 (COVID-19) Pneumonia in 62 Patients in Wuhan, China.",AJR. American journal of roentgenology,3/7/2020,Not Assigned,7.5114427,-0.8347452
790,33900236,Cultivating Resilience Among Perinatal Care Providers During the Covid-19 Pandemic,"Wright EM, Carson AM, Kriebs J.",J Perinat Neonatal Nurs. 2021 Apr-Jun 01;35(2):105-109. doi: 10.1097/JPN.0000000000000558.,Wright EM,J Perinat Neonatal Nurs,2021,Cultivating Resilience Among Perinatal Care Providers During the Covid-19 Pandemic.,The Journal of perinatal & neonatal nursing,4/27/2021,Health-Care,2.6814692,-0.83490443
6399,32682342,A pandemic center's experience of managing pregnant women with COVID-19 infection in Turkey: A prospective cohort study,"Sahin D, Tanacan A, Erol SA, Anuk AT, Eyi EGY, Ozgu-Erdinc AS, Yucel A, Keskin HL, Tayman C, Unlu S, Kirca F, Dinc B, San I, Parpucu ÜM, Surel AA, Moraloglu OT.",Int J Gynaecol Obstet. 2020 Oct;151(1):74-82. doi: 10.1002/ijgo.13318. Epub 2020 Aug 6.,Sahin D,Int J Gynaecol Obstet,2020,A pandemic center's experience of managing pregnant women with COVID-19 infection in Turkey: A prospective cohort study.,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,7/19/2020,Pregnancy,6.4876056,-0.834923
2503,33647958,Nurse Managers Leading the Way: Reenvisioning Stress to Maintain Healthy Work Environments,"Dimino K, Learmonth AE, Fajardo CC.",Crit Care Nurse. 2021 Mar 2:e1-e7. doi: 10.4037/ccn2021463. Online ahead of print.,Dimino K,Crit Care Nurse,2021,Nurse Managers Leading the Way: Reenvisioning Stress to Maintain Healthy Work Environments.,Critical care nurse,3/2/2021,Mental Health,1.9599607,-0.83522123
2083,33727330,The furin-S2' site in avian coronavirus plays a key role in central nervous system damage progression,"Cheng J, Zhao Y, Hu Y, Zhao J, Xue J, Zhang G.",J Virol. 2021 Mar 16:JVI.02447-20. doi: 10.1128/JVI.02447-20. Online ahead of print.,Cheng J,J Virol,2021,The furin-S2' site in avian coronavirus plays a key role in central nervous system damage progression.,Journal of virology,3/18/2021,Treatments and Outcomes,7.540851,-0.8353329
1900,33755216,Does a Public Health Crisis Justify More Research with Incarcerated People?,Reiter K.,Hastings Cent Rep. 2021 Mar;51(2):10-16. doi: 10.1002/hast.1235. Epub 2021 Mar 23.,Reiter K,Hastings Cent Rep,2021,Does a Public Health Crisis Justify More Research with Incarcerated People?,The Hastings Center report,3/24/2021,Not Assigned,3.7974474,-0.83542305
2268,33689803,Neutrophil Extracellular Traps in Inflammatory Bowel Disease: Pathogenic Mechanisms and Clinical Translation,"Drury B, Hardisty G, Gray RD, Ho GT.",Cell Mol Gastroenterol Hepatol. 2021 Mar 6:S2352-345X(21)00054-0. doi: 10.1016/j.jcmgh.2021.03.002. Online ahead of print.,Drury B,Cell Mol Gastroenterol Hepatol,2021,Neutrophil Extracellular Traps in Inflammatory Bowel Disease: Pathogenic Mechanisms and Clinical Translation.,Cellular and molecular gastroenterology and hepatology,3/11/2021,Treatments and Outcomes,8.329122,-0.8354762
6762,32543229,Luxembourg's approach to research integrity during the COVID-19 pandemic,Bramstedt KA.,Account Res. 2020 Aug;27(6):396-400. doi: 10.1080/08989621.2020.1778473. Epub 2020 Jun 16.,Bramstedt KA,Account Res,2020,Luxembourg's approach to research integrity during the COVID-19 pandemic.,Accountability in research,6/17/2020,Not Assigned,4.6213503,-0.83728045
877,33888907,Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity,"Shelton JF, Shastri AJ, Ye C, Weldon CH, Filshtein-Sonmez T, Coker D, Symons A, Esparza-Gordillo J; 23andMe COVID-19 Team, Aslibekyan S, Auton A.",Nat Genet. 2021 Apr 22. doi: 10.1038/s41588-021-00854-7. Online ahead of print.,Shelton JF,Nat Genet,2021,Trans-ancestry analysis reveals genetic and nongenetic associations with COVID-19 susceptibility and severity.,Nature genetics,4/24/2021,Treatments and Outcomes,8.122419,-0.837549
3555,33416734,Language and Health Equity during COVID-19: Lessons and Opportunities,"Ortega P, Martínez G, Diamond L.",J Health Care Poor Underserved. 2020;31(4):1530-1535. doi: 10.1353/hpu.2020.0114.,Ortega P,J Health Care Poor Underserved,2020,Language and Health Equity during COVID-19: Lessons and Opportunities.,Journal of health care for the poor and underserved,1/9/2021,Not Assigned,3.3595045,-0.8392006
203,33966528,Women Garment Workers Face Huge Inequities in Global Supply Chain Factories Made Worse by COVID-19,Brown GD.,New Solut. 2021 May 8:10482911211011605. doi: 10.1177/10482911211011605. Online ahead of print.,Brown GD,New Solut,2021,Women Garment Workers Face Huge Inequities in Global Supply Chain Factories Made Worse by COVID-19.,New solutions : a journal of environmental and occupational health policy : NS,5/11/2021,Not Assigned,2.282264,-0.83960956
1033,33871270,Videoconference fatigue? Exploring changes in fatigue after videoconference meetings during COVID-19,"Bennett AA, Campion ED, Keeler KR, Keener SK.",J Appl Psychol. 2021 Mar;106(3):330-344. doi: 10.1037/apl0000906.,Bennett AA,J Appl Psychol,2021,Videoconference fatigue? Exploring changes in fatigue after videoconference meetings during COVID-19.,The Journal of applied psychology,4/20/2021,Mental Health,1.8660289,-0.8397629
4866,33125816,Monocyte HLA-DR Measurement by Flow Cytometry in COVID-19 Patients: An Interim Review,"Benlyamani I, Venet F, Coudereau R, Gossez M, Monneret G.",Cytometry A. 2020 Dec;97(12):1217-1221. doi: 10.1002/cyto.a.24249. Epub 2020 Nov 4.,Benlyamani I,Cytometry A,2020,Monocyte HLA-DR Measurement by Flow Cytometry in COVID-19 Patients: An Interim Review.,Cytometry. Part A : the journal of the International Society for Analytical Cytology,10/31/2020,Treatments and Outcomes,8.809623,-0.8402665
2767,33607929,N-Acetylcysteine and Hydrogen Sulfide in Coronavirus Disease 2019,"Bourgonje AR, Offringa AK, van Eijk LE, Abdulle AE, Hillebrands JL, van der Voort PHJ, van Goor H, van Hezik EJ.",Antioxid Redox Signal. 2021 Mar 25. doi: 10.1089/ars.2020.8247. Online ahead of print.,Bourgonje AR,Antioxid Redox Signal,2021,N-Acetylcysteine and Hydrogen Sulfide in Coronavirus Disease 2019.,Antioxidants & redox signaling,2/21/2021,Treatments and Outcomes,8.049764,-0.84063566
7453,32181672,Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia,"Han R, Huang L, Jiang H, Dong J, Peng H, Zhang D.",AJR Am J Roentgenol. 2020 Aug;215(2):338-343. doi: 10.2214/AJR.20.22961. Epub 2020 Mar 17.,Han R,AJR Am J Roentgenol,2020,Early Clinical and CT Manifestations of Coronavirus Disease 2019 (COVID-19) Pneumonia.,AJR. American journal of roentgenology,3/18/2020,Treatments and Outcomes,7.5211244,-0.84099114
3154,33530819,"Peripheral blood microRNAs and the COVID-19 patient: methodological considerations, technical challenges and practice points","Pinilla L, Benitez ID, González J, Torres G, Barbé F, de Gonzalo-Calvo D.",RNA Biol. 2021 May;18(5):688-695. doi: 10.1080/15476286.2021.1885188. Epub 2021 Feb 15.,Pinilla L,RNA Biol,2021,"Peripheral blood microRNAs and the COVID-19 patient: methodological considerations, technical challenges and practice points.",RNA biology,2/4/2021,Not Assigned,8.893922,-0.8410574
6755,32546593,"Diabetes and COVID-19: Risks, Management, and Learnings From Other National Disasters","Hartmann-Boyce J, Morris E, Goyder C, Kinton J, Perring J, Nunan D, Mahtani K, Buse JB, Del Prato S, Ji L, Roussel R, Khunti K.",Diabetes Care. 2020 Aug;43(8):1695-1703. doi: 10.2337/dc20-1192. Epub 2020 Jun 16.,Hartmann-Boyce J,Diabetes Care,2020,"Diabetes and COVID-19: Risks, Management, and Learnings From Other National Disasters.",Diabetes care,6/18/2020,Not Assigned,5.0040393,-0.8416037
7117,32412919,Gender and Age Differences Reveal Risk Patterns in COVID-19 Outbreak,"Singh Y, Gupta G, Mishra A, Chellappan DK, Dua K.",Altern Ther Health Med. 2020 Aug;26(S2):54-55.,Singh Y,Altern Ther Health Med,2020,Gender and Age Differences Reveal Risk Patterns in COVID-19 Outbreak.,Alternative therapies in health and medicine,5/16/2020,Treatments and Outcomes,8.136836,-0.8428447
3409,33464015,SARS-CoV-2 and Respiratory Syncytial Virus Coinfection in Hospitalized Pediatric Patients,Alvares PA.,Pediatr Infect Dis J. 2021 Apr 1;40(4):e164-e166. doi: 10.1097/INF.0000000000003057.,Alvares PA,Pediatr Infect Dis J,2021,SARS-CoV-2 and Respiratory Syncytial Virus Coinfection in Hospitalized Pediatric Patients.,The Pediatric infectious disease journal,1/20/2021,Treatments and Outcomes,7.241819,-0.8430509
3927,33349440,The Moral Lessons of Covid-19: A Call for Renewal,"Mangione S, Post SG.",Am J Med Sci. 2021 Feb;361(2):146-150. doi: 10.1016/j.amjms.2020.11.018. Epub 2020 Nov 23.,Mangione S,Am J Med Sci,2021,The Moral Lessons of Covid-19: A Call for Renewal.,The American journal of the medical sciences,12/23/2020,Health-Care,2.9150403,-0.8442833
4836,33135170,Preparing for an Increased Need for Abortion Access in India during and after COVID-19: Challenges and Strategies,"Chandrasekaran S, Diamond-Smith N, Srinivasan K, Dalvie S.",Stud Fam Plann. 2020 Dec;51(4):377-383. doi: 10.1111/sifp.12139. Epub 2020 Nov 1.,Chandrasekaran S,Stud Fam Plann,2020,Preparing for an Increased Need for Abortion Access in India during and after COVID-19: Challenges and Strategies.,Studies in family planning,11/3/2020,Health-Care,4.195375,-0.8449277
4413,33242593,Options for Teens with No Options: A Self-Managed Second Trimester Abortion,"Duroseau N, Loh M, Sanders L, Arden M.",J Pediatr Adolesc Gynecol. 2021 Apr;34(2):226-227. doi: 10.1016/j.jpag.2020.11.013. Epub 2020 Nov 23.,Duroseau N,J Pediatr Adolesc Gynecol,2021,Options for Teens with No Options: A Self-Managed Second Trimester Abortion.,Journal of pediatric and adolescent gynecology,11/27/2020,Health-Care,4.234019,-0.845513
2502,33647969,Extending Postpartum Medicaid: State and Federal Policy Options during and after COVID-19,"Daw JR, Eckert E, Allen HL, Underhill K.",J Health Polit Policy Law. 2021 Feb 22:8893585. doi: 10.1215/03616878-8893585. Online ahead of print.,Daw JR,J Health Polit Policy Law,2021,Extending Postpartum Medicaid: State and Federal Policy Options during and after COVID-19.,"Journal of health politics, policy and law",3/2/2021,Health-Care,4.2438273,-0.8455797
1369,33829673,The relationship between resilience and intent to stay among Chinese nurses to support Wuhan in managing COVID-19: The serial mediation effect of post-traumatic growth and perceived professional benefits,"Liu X, Ju X, Liu X.",Nurs Open. 2021 Apr 7. doi: 10.1002/nop2.874. Online ahead of print.,Liu X,Nurs Open,2021,The relationship between resilience and intent to stay among Chinese nurses to support Wuhan in managing COVID-19: The serial mediation effect of post-traumatic growth and perceived professional benefits.,Nursing open,4/9/2021,Mental Health,2.2125916,-0.84558624
4289,33271029,Supporting interdependent telework employees: A moderated-mediation model linking daily COVID-19 task setbacks to next-day work withdrawal,"Chong S, Huang Y, Chang CD.",J Appl Psychol. 2020 Dec;105(12):1408-1422. doi: 10.1037/apl0000843. Epub 2020 Oct 15.,Chong S,J Appl Psychol,2020,Supporting interdependent telework employees: A moderated-mediation model linking daily COVID-19 task setbacks to next-day work withdrawal.,The Journal of applied psychology,12/4/2020,Mental Health,1.8405334,-0.8457399
2907,33588588,Qualitative Study of Chinese Stroke Caregivers' Caregiving Experience During the COVID-19 Pandemic,"Lee JJ, Tsang WN, Yang SC, Kwok JYY, Lou VWQ, Lau KK.",Stroke. 2021 Apr;52(4):1407-1414. doi: 10.1161/STROKEAHA.120.032250. Epub 2021 Feb 16.,Lee JJ,Stroke,2021,Qualitative Study of Chinese Stroke Caregivers' Caregiving Experience During the COVID-19 Pandemic.,Stroke,2/17/2021,Health-Care,2.7274694,-0.845848
4403,33245701,Immune Competence and Minimizing Susceptibility to COVID-19 and Other Immune System Threats,"Meletis CD, Wilkes K.",Altern Ther Health Med. 2020 Aug;26(S2):94-99.,Meletis CD,Altern Ther Health Med,2020,Immune Competence and Minimizing Susceptibility to COVID-19 and Other Immune System Threats.,Alternative therapies in health and medicine,11/28/2020,Treatments and Outcomes,8.011004,-0.8459097
6205,32744933,Protecting Access To Abortion During The COVID-19 Pandemic,Sackeim MG.,Health Aff (Millwood). 2020 Aug;39(8):1456-1458. doi: 10.1377/hlthaff.2020.00565.,Sackeim MG,Health Aff (Millwood),2020,Protecting Access To Abortion During The COVID-19 Pandemic.,Health affairs (Project Hope),8/4/2020,Health-Care,4.1316614,-0.84594876
2847,33596304,Histologic and Immunohistochemical Evaluation of 65 Placentas from Women with Polymerase Chain Reaction-proven Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection,"Levitan D, London V, McLaren RA, Mann JD, Cheng K, Silver M, Balhotra KS, McCalla S, Loukeris K.",Arch Pathol Lab Med. 2021 Feb 17. doi: 10.5858/arpa.2020-0793-SA. Online ahead of print.,Levitan D,Arch Pathol Lab Med,2021,Histologic and Immunohistochemical Evaluation of 65 Placentas from Women with Polymerase Chain Reaction-proven Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection.,Archives of pathology & laboratory medicine,2/18/2021,Pregnancy,6.498358,-0.84616315
3099,33541124,The Role of Uncertainty in the Experiences of Nurses During the Covid-19 Pandemic: A Phenomenological Study,"Nelson H, Hubbard Murdoch N, Norman K.",Can J Nurs Res. 2021 Feb 4:844562121992202. doi: 10.1177/0844562121992202. Online ahead of print.,Nelson H,Can J Nurs Res,2021,The Role of Uncertainty in the Experiences of Nurses During the Covid-19 Pandemic: A Phenomenological Study.,The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmieres,2/6/2021,Health-Care,2.8478122,-0.8463774
2389,33660671,"""I Feel All Alone Out Here"": Analysis of Audio Diaries of Bereaved Hospice Family Caregivers During the COVID-19 Pandemic","Tay DL, Thompson C, Jones M, Gettens C, Cloyes KG, Reblin M, Thomas Hebdon MC, Beck AC, Mooney K, Ellington L.",J Hosp Palliat Nurs. 2021 Mar 4. doi: 10.1097/NJH.0000000000000763. Online ahead of print.,Tay DL,J Hosp Palliat Nurs,2021,"""I Feel All Alone Out Here"": Analysis of Audio Diaries of Bereaved Hospice Family Caregivers During the COVID-19 Pandemic.",Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association,3/5/2021,Health-Care,2.734171,-0.8466076
594,33931474,Perinatal SARS-CoV-2 Infection and Neonatal COVID-19: A 2021 Update,"Sankaran D, Nakra N, Cheema R, Blumberg D, Lakshminrusimha S.",Neoreviews. 2021 May;22(5):e284-e295. doi: 10.1542/neo.22-5-e1001.,Sankaran D,Neoreviews,2021,Perinatal SARS-CoV-2 Infection and Neonatal COVID-19: A 2021 Update.,NeoReviews,5/2/2021,Pregnancy,6.483248,-0.8489953
5226,33023286,A Social Shift: COVID-19 Disparities Prompt Emphasis on Value-Based Care,Berlin J.,Tex Med. 2020 Sep 1;116(9):24-29.,Berlin J,Tex Med,2020,A Social Shift: COVID-19 Disparities Prompt Emphasis on Value-Based Care.,Texas medicine,10/8/2020,Health-Care,3.887573,-0.8490048
2130,33720665,The missing strategy in addressing language barriers,"Velasquez DE, Beckman AL, Rodriguez JA.",Am J Manag Care. 2021 Mar;27(3):93-95. doi: 10.37765/ajmc.2021.88594.,Velasquez DE,Am J Manag Care,2021,The missing strategy in addressing language barriers.,The American journal of managed care,3/16/2021,Not Assigned,3.3786693,-0.84953976
1800,33764543,Fetal and placental infection with SARS-CoV-2 in early pregnancy,"Valdespino-Vázquez MY, Helguera-Repetto CA, León-Juárez M, Villavicencio-Carrisoza O, Flores-Pliego A, Moreno-Verduzco ER, Díaz-Pérez DL, Villegas-Mota I, Carrasco-Ramírez E, López-Martínez IE, Giraldo-Gómez DM, Lira R, Yocupicio-Monroy M, Rodríguez-Bosch M, Sevilla-Reyes EE, Cortés-Bonilla M, Acevedo-Gallegos S, Merchant-Larios H, Cardona-Pérez JA, Irles C.",J Med Virol. 2021 Mar 25. doi: 10.1002/jmv.26965. Online ahead of print.,Valdespino-Vázquez MY,J Med Virol,2021,Fetal and placental infection with SARS-CoV-2 in early pregnancy.,Journal of medical virology,3/26/2021,Pregnancy,6.518152,-0.8502938
4291,33271022,When helping hurts: COVID-19 critical incident involvement and resource depletion in health care workers,"Caldas MP, Ostermeier K, Cooper D.",J Appl Psychol. 2021 Jan;106(1):29-47. doi: 10.1037/apl0000850. Epub 2020 Dec 3.,Caldas MP,J Appl Psychol,2021,When helping hurts: COVID-19 critical incident involvement and resource depletion in health care workers.,The Journal of applied psychology,12/4/2020,Mental Health,2.0537317,-0.85049695
814,33895986,Experiences of critical care nurses fighting against COVID-19: A qualitative phenomenological study,"Chegini Z, Arab-Zozani M, Rajabi MR, Kakemam E.",Nurs Forum. 2021 Apr 24. doi: 10.1111/nuf.12583. Online ahead of print.,Chegini Z,Nurs Forum,2021,Experiences of critical care nurses fighting against COVID-19: A qualitative phenomenological study.,Nursing forum,4/26/2021,Health-Care,2.7326121,-0.8522891
6377,32691689,The effectiveness of supervisor support in lessening perceived uncertainties and emotional exhaustion of university employees during the COVID-19 crisis: the constraining role of organizational intransigence,"Charoensukmongkol P, Phungsoonthorn T.",J Gen Psychol. 2020 Jul 21:1-20. doi: 10.1080/00221309.2020.1795613. Online ahead of print.,Charoensukmongkol P,J Gen Psychol,2020,The effectiveness of supervisor support in lessening perceived uncertainties and emotional exhaustion of university employees during the COVID-19 crisis: the constraining role of organizational intransigence.,The Journal of general psychology,7/22/2020,Mental Health,1.8355173,-0.8530698
6472,32659199,COVID-19 Pulmonary and Olfactory Dysfunctions: Is the Chemokine CXCL10 the Common Denominator?,"Oliviero A, de Castro F, Coperchini F, Chiovato L, Rotondi M.",Neuroscientist. 2020 Jul 13:1073858420939033. doi: 10.1177/1073858420939033. Online ahead of print.,Oliviero A,Neuroscientist,2020,COVID-19 Pulmonary and Olfactory Dysfunctions: Is the Chemokine CXCL10 the Common Denominator?,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",7/14/2020,Treatments and Outcomes,7.2149935,-0.8531415
