PMID,Title,publication_date
33243677,Changes in Social Media Impact of the Radiological Literature During the Covid-19 Pandemic,11/28/2020
33243384,Gerotechnology for Older Adults With Cardiovascular Diseases: JACC State-of-the-Art Review,11/28/2020
33243029,"Prevalence of depression, anxiety and stress in china during COVID-19 pandemic: A systematic review with meta-analysis",11/28/2020
33243000,The Impact of COVID-19 on Vulnerable Populations and Implications for Children and Health Care Policy,11/28/2020
33242593,Options for Teens with No Options: A Self-Managed Second Trimester Abortion,11/27/2020
33242386,"COVID-19 vaccination intention in the UK: results from the COVID-19 vaccination acceptability study (CoVAccS), a nationally representative cross-sectional survey",11/27/2020
33241712,From cholera to COVID-19: How pandemics have shaped the development of anaesthesia and intensive care medicine,11/27/2020
33239766,Supporting US public health experts,11/27/2020
33239758,"COVID-19 vaccines poised for launch, but impact on pandemic unclear",11/27/2020
33239572,"Lessons Relearned? H1N1, COVID-19, and Vaccination Planning",11/27/2020
33239571,Creating a Blueprint for the Future: Lessons Learned From Public Health Laboratories in the COVID-19 Response,11/27/2020
33239569,COVID-19 Case Investigation and Contact Tracing: Early Lessons Learned and Future Opportunities,11/27/2020
33239568,Responding to the Pandemic: Challenges With Public Health Surveillance Systems and Development of a COVID-19 National Surveillance Case Definition to Support Case-Based Morbidity Surveillance During the Early Response,11/27/2020
33239567,The Legal Response to COVID-19: Legal Pathways to a More Effective and Equitable Response,11/27/2020
33239566,Implications of the COVID-19 Pandemic on LGBTQ Communities,11/27/2020
33239564,Disparities in COVID-19 Outcomes: Understanding the Root Causes Is Key to Achieving Equity,11/27/2020
33239563,Supporting and Protecting Residents Experiencing Homelessness in the Nation's Largest Cities During COVID-19,11/27/2020
33239562,Managing the COVID-19 Pandemic: Biopsychosocial Lessons Gleaned From the AIDS Epidemic,11/27/2020
33239561,"Variation Among Public Health Interventions in Initial Efforts to Prevent and Control the Spread of COVID-19 in the 50 States, 29 Big Cities, and the District of Columbia",11/27/2020
33239560,Crisis Decision-Making at the Speed of COVID-19: Field Report on Issuing the First Regional Shelter-in-Place Orders in the United States,11/27/2020
33239558,"Public Health Officials and COVID-19: Leadership, Politics, and the Pandemic",11/27/2020
33239557,Public Health Across Partisan Lines: What Has Changed Since the Onset of COVID-19,11/27/2020
33239556,"COVID-19 and Public Health: Looking Back, Moving Forward",11/27/2020
33239529,State of the Public Health Workforce: Trends and Challenges Leading Up to the COVID-19 Pandemic,11/27/2020
33239528,Community Care Facility-A Novel Concept to Deal With the COVID-19 Pandemic: A Singaporean Institution's Experience: Erratum,11/27/2020
33239382,Clinical Performance of the Point-of-Care cobas Liat for Detection of SARS-CoV-2 in 20 Minutes: a Multicenter Study,11/27/2020
33239381,Evaluating 10 Commercially Available SARS-CoV-2 Rapid Serological Tests by Use of the STARD (Standards for Reporting of Diagnostic Accuracy Studies) Method,11/27/2020
33239380,Saliva Is a Promising Alternative Specimen for the Detection of SARS-CoV-2 in Children and Adults,11/27/2020
33239378,Inference of Active Viral Replication in Cases with Sustained Positive Reverse Transcription-PCR Results for SARS-CoV-2,11/27/2020
33239376,Comparison of the Quidel Sofia SARS FIA Test to the Hologic Aptima SARS-CoV-2 TMA Test for Diagnosis of COVID-19 in Symptomatic Outpatients,11/27/2020
33238730,A Description of Staff-resident Interactions in Assisted Living,11/27/2020
33238727,Ocular oncology service during the COVID-19 outbreak in Florence (Italy): Practical considerations for the management of patients,11/27/2020
33238236,Examining the impacts of the COVID-19 pandemic on the well-being and virtual care of patients with epilepsy,11/26/2020
33237991,Experience With False-Positive Test Results on the TaqPath Real-Time Reverse Transcription-Polymerase Chain Reaction Coronavirus Disease 2019 (COVID-19) Testing Platform,11/26/2020
33237851,Limiting Potential Exposure During a Pandemic: The Importance of Diagnostic Testing Options for COVID-19,11/26/2020
33237840,Genetic and Disability Discrimination During COVID-19,11/26/2020
33237817,Factors Related to Improvement of Glycemic Control Among Adults with Type 1 Diabetes During Lockdown Due to COVID-19,11/26/2020
33237666,Telemedicine in Oculoplastics: The Real-Life Application of Video Consultation Clinics,11/26/2020
33237315,New Approaches to Cancer Care in a COVID-19 World-The Role of Health and Social Protection Policies,11/26/2020
33237272,Nasal Saline Irrigations in the COVID-19 Pandemic-Reply,11/26/2020
33237269,Nasal Saline Irrigations in the COVID-19 Pandemic,11/26/2020
33236964,Expert Consensus: Telehealth Skills for Health Care Professionals,11/26/2020
33236940,Pandemic Governance in Japan and the United States: The Control-Tower Metaphor,11/26/2020
33236778,Assessment of the Readability of Online Patient Education Material from Major Geriatric Associations,11/26/2020
33236649,Through the Glass Portable Radiography of Patients in Isolation Units: Experience During the Coronavirus Disease (COVID-19) Pandemic,11/26/2020
33236647,The Spectrum of Neuroimaging findings on CT and MRI in Adults with Coronavirus Disease (COVID-19),11/26/2020
33236644,The Anticoagulant Therapy for Otogenic Sigmoid Sinus Thrombophlebitis: A Case Report and Literature Review,11/26/2020
33236629,Specificity Enhancement of Deoxyribonucleic Acid Polymerization for Sensitive Nucleic Acid Detection,11/26/2020
33235157,Care Coordination in a SARS-CoV-2-infected Child With Newly Diagnosed Medulloblastoma and Fanconi Anemia,11/26/2020
33235147,Changes in Care Delivery for Children With Sickle Cell Anemia During the COVID-19 Pandemic,11/26/2020
33235142,Management of an Immunocompromised Pediatric Patient With Multiple Hospitalizations for Symptomatic COVID-19,11/26/2020
33234983,Crisis Leadership,11/26/2020
33234928,Infection Control of COVID-19: Surgical Mask-Related Facial Cutaneous Artifact on FDG PET/CT,11/26/2020
33234882,ACE2 Expression in the Pancreas and Association With COVID-19 Infection,11/26/2020
33234870,Adapting Interdisciplinary Transitional Ambulatory Practice to Meet the Challenges of COVID-19,11/26/2020
33234869,"Yakima, COVID-19 in the Community",11/26/2020
33234868,Lessons for Health Care Executives and Other Leaders During COVID-19: Five Major Opportunities for Improvement,11/26/2020
33234837,Findings and Prognostic Value of Lung Ultrasonography in Coronal Virus Disease 2019(COVID-19) Pneumonia,11/26/2020
33234836,Virtual Education During COVID-19: Exploring Factors Associated With E-Learning Satisfaction Among Saudi Nursing Students,11/26/2020
33234833,Effects of a Complex Case Study and High-Fidelity Simulation on Mechanical Ventilation on Knowledge and Clinical Judgment of Undergraduate Nursing Students,11/26/2020
33234791,"Response to Comment on ""Personal Protective Equipment and COVID-19 - A Review for Surgeons""",11/26/2020
33234778,Psychological Challenges for Patients With Inflammatory Bowel Disease During the COVID-19 Pandemic,11/26/2020
33234728,Expression profiles revealed potential kidney injury caused by SARS-CoV-2: a systematic analysis of ACE2 and clinical lessons learned from this discovery,11/26/2020
33234669,Multisystem Inflammatory Syndrome in Children: An International Survey,11/26/2020
33234589,Detection of SARS-CoV-2 Antibodies in Oral Fluid Obtained Using a Rapid Collection Device,11/26/2020
33234059,Subjective well-being and mental health during the pandemic outbreak: Exploring the role of institutional trust,11/26/2020
33233940,New York State and the Nation: Trends in Firearm Purchases and Firearm Violence During the COVID-19 Pandemic,11/26/2020
33232897,Patient navigation in epilepsy care,11/25/2020
33232896,Challenges in telemedicine for adult patients with drug-resistant epilepsy undergoing ketogenic diet treatment during the COVID-19 pandemic in the public healthcare system in Brazil,11/25/2020
33232847,"Burnout, resilience and work engagement among Dutch intensivists in the aftermath of the COVID-19 crisis: A nationwide survey",11/25/2020
33232827,"Phenotyping mental health: Age, community size, and depression differently modulate COVID-19-related fear and generalized anxiety",11/25/2020
33232640,Caring for the Most Vulnerable: A Model for Managing Maladaptive Behavior in Children with Mental Special Needs During the COVID-19 Pandemic,11/25/2020
33232615,Glycemic Control of Patients with Type 1 Diabetes Using an Insulin Pump Before and During the COVID-19-Associated Quarantine,11/25/2020
33232602,Flushing of Stagnant Premise Water Systems after the COVID-19 Shutdown Can Reduce Infection Risk by Legionella and Mycobacterium spp,11/25/2020
33232500,The Discussion Board in Online Learning: Leadership Development Opportunities,11/25/2020
33232499,2020: The Year in Review,11/25/2020
33232492,Age-Friendly Cities During a Global Pandemic,11/25/2020
33232209,Megakaryocytes: Masters of Innate Immunity?,11/25/2020
33232204,Remote Patient Monitoring for Home Management of Coronavirus Disease 2019 in New York: A Cross-Sectional Observational Study,11/25/2020
33231699,Use of a Modified Plastic Viewing System for Safer General Anesthesia Care in Pediatric Ophthalmic Surgery During the COVID-19 Pandemic,11/25/2020
33231673,"Antibodies, Immunity, and COVID-19",11/25/2020
33231648,Study Aims to Identify Drugs That Could Be Repurposed for COVID-19,11/25/2020
33231631,USPSTF Recommendations for Behavioral Counseling in Adults With Cardiovascular Disease Risk Factors: Are We Ready?,11/25/2020
33231542,Professional Identity Formation During the COVID-19 Pandemic,11/25/2020
33231541,"Comparison of Resident, Advanced Practice Clinician, and Hospitalist Teams in an Academic Medical Center: Association With Clinical Outcomes and Resource Utilization",11/25/2020
33231540,Improving Patient Experience During the COVID-19 Pandemic: One Family's Reflections,11/25/2020
33231475,Malignant Bowel Obstruction in the Time of the COVID-19 Pandemic,11/25/2020
33230340,Will patient-centric sampling become the norm for clinical trials after COVID-19?,11/25/2020
33230000,Family Engagement for Hospitalized COVID-19 Patients: Policy With Unintended Consequences,11/25/2020
33229999,Organizational Health Literacy: Opportunities for Patient-Centered Care in the Wake of COVID-19,11/25/2020
33229987,Have There Been any Changes in the Epidemiology and Etiology of Maxillofacial Trauma During the COVID-19 Pandemic? An Italian Multicenter Study,11/25/2020
33229976,Coronavirus 2019: clinical and neuropathological aspects,11/25/2020
33229969,Autism and Access to Care During the COVID-19 Crisis,11/25/2020
33229968,Quantification of Aerosol Generation During Cataract Surgery,11/25/2020
33229967,The return of phacoemulsification after emergency status related to COVID-19: the experience of a tertiary referral center,11/25/2020
33229949,COVID-19 antibody development fueled by HIV-1 broadly neutralizing antibody research,11/25/2020
33229942,"Management of Endovascular Treatment for Acute Ischemic Stroke During the COVID-19 Pandemic at a Single Institution in Beijing, China: A Brief Report",11/25/2020
33229933,Treating Opioid Use Disorder in Puerto Rico During the COVID-19 Pandemic: Providers' Leadership Efforts in Unprecedented Times,11/25/2020
33229884,"Importance for Our Field of the Newly Published Cochrane Special Collection on ""Coronavirus (COVID-19): Evidence Relevant to Clinical Rehabilitation""",11/25/2020
33229384,Dexamethasone or hydrocortisone in COVID-19?,11/25/2020
33229381,In Reply: COVID-19 coagulopathy,11/25/2020
33229380,COVID-19 coagulopathy,11/25/2020
33229369,A Flexible Enclosure to Protect Respiratory Therapists During Aerosol-Generating Procedures,11/25/2020
33229288,Making oral pathology lemonade from COVID-19 lemons,11/25/2020
33228925,"COVID-19, health inequities, and methodology's mission",11/25/2020
33228907,Mental Health Care for Rural and Remote Australians During the Coronavirus Disease 2019 Pandemic,11/25/2020
33228493,Assisting Faith-Based Organizations Increase Sense of Belonging during the Covid-19 Pandemic,11/25/2020
33228488,A Prayer for Nation,11/25/2020
33228487,COVID-19: No Distinction for Children's Spiritual Growth,11/25/2020
33228458,Factors associated with parents' willingness to enroll their children in trials for COVID-19 vaccination,11/25/2020
33228383,Repurposing a Small Community Hospital Surgical Residency Program in an Epicenter of the COVID-19 Pandemic,11/25/2020
33227873,"In Reply to the Letter to the Editor Regarding ""Impact of COVID-19 on Neurosurgical Training in Southeast Asia""",11/25/2020
33227872,"Letter to the Editor Regarding ""COVID-19's Impact on Neurosurgical Training in Southeast Asia""",11/25/2020
33227871,"In Reply to the Letter to the Editor Regarding ""A Surprise Sabbatical: How Mayo Clinic Neurosurgery Coped with COVID-19""",11/25/2020
33227870,"Letter to the Editor Regarding: ""A Surprise Sabbatical: How Mayo Clinic Neurosurgery Coped with Coronavirus Disease 2019""",11/25/2020
33227535,Pediatric Program Directors Should Have an Active Presence on Twitter,11/24/2020
33227435,Physiological resiliency in diving mammals: Insights on hypoxia protection using the Krogh principle to understand COVID-19 symptoms,11/24/2020
33227206,"A Systematic Review of Surface Contamination, Stability, and Disinfection Data on SARS-CoV-2 (Through July 10, 2020)",11/24/2020
33227203,Photoactive Antiviral Face Mask with Self-Sterilization and Reusability,11/24/2020
33226930,"Letter by Bayona et al Regarding Article, ""SARS-CoV-2 and Stroke in a New York Healthcare System""",11/24/2020
33226925,"Response by Sparr and Bieri to Letter Regarding Article, ""Infarction of the Splenium of the Corpus Callosum in the Age of COVID-19: A Snapshot in Time""",11/24/2020
33226920,"Response by Mac Grory and Yaghi to Letter Regarding Article, ""SARS-CoV-2 and Stroke in a New York Healthcare System""",11/24/2020
33226917,"Letter by Dhillon and Lenthall Regarding Article, ""Infarction of the Splenium of the Corpus Callosum in the Age of COVID-19: A Snapshot in Time""",11/24/2020
33226914,Strengths and Struggles for Families Involved in Hospice Care During the COVID-19 Pandemic,11/24/2020
33226860,Web Exclusive. Annals On Call - A Primer on COVID-19 Vaccines,11/24/2020
33226787,Mobile Health (mHealth) Viral Diagnostics Enabled with Adaptive Adversarial Learning,11/24/2020
33226423,"Diagnosis, Management, and Pathophysiology of Arterial and Venous Thrombosis in COVID-19",11/24/2020
33226421,Coronavirus Disease 2019 and Effects of School Closure for Children and Their Families,11/24/2020
33226410,Coronavirus Disease 2019 and Effects of School Closure for Children and Their Families-Reply,11/24/2020
33226404,Coronavirus Disease 2019 and Effects of School Closure for Children and Their Families,11/24/2020
33226333,Short-term insomnia disorder in health care workers in an academic medical center before and during COVID-19: rates and predictive factors,11/24/2020
33226283,Addressing Gaps in Children's Health Insurance Coverage During the COVID-19 Pandemic,11/24/2020
33226148,A Risk-Science Approach to Vulnerability Classification,11/24/2020
33226018,Nasal Brushing Sampling and Processing using Digital High Speed Ciliary Videomicroscopy - Adaptation for the COVID-19 Pandemic,11/24/2020
33225734,Implementing the new normal in ophthalmology care beyond COVID-19,11/24/2020
33225728,Atypical bilateral acute retinal necrosis in a coronavirus disease 2019 positive immunosuppressed patient,11/24/2020
33223410,Digitally-Enabled Remote Care for Cancer Patients: Here to Stay,11/24/2020
33223409,The Feasibility of Exercise Interventions Delivered via Telehealth for People Affected by Cancer: A Rapid Review of the Literature,11/24/2020
33223239,Overcoming the paracetamol dose challenge with wrinkled mesoporous carbon spheres,11/24/2020
33222986,The Current State of the Residency Match,11/24/2020
33222821,Farewell to a year of challenges and opportunities,11/24/2020
33222708,"COMBATTING COVID-19. OR, ""ALL PERSONS ARE EQUAL BUT SOME PERSONS ARE MORE EQUAL THAN OTHERS""?",11/24/2020
33222626,Tackling sheepishness about a COVID-19 vaccine for the sake of herd immunity,11/24/2020
33222617,European Multicenter Study of ET-COVID-19,11/24/2020
33222609,"Knowledge, attitudes, and practices towards influenza among Chinese adults during the epidemic of COVID-19: a cross-sectional online survey",11/24/2020
33222508,Mental Health Service Challenges during the Early Stage of the COVID-19 Pandemic: Experience and Best Practices from China,11/24/2020
33222387,24-h ambulatory blood pressure variability and hypertensive nephropathy in Han Chinese hypertensive patients,11/23/2020
33222290,Perineal desquamation: An early sign of the Kawasaki disease phenotype of MIS-C,11/23/2020
33222215,COVID-19 is increasing Ghanaian pregnant women's anxiety and reducing healthcare seeking,11/23/2020
33221277,C.O.V.I.D.: A Survival Guide for GI Fellowship Training During the COVID-19 Pandemic,11/23/2020
33221253,A Comprehensive Multicomponent Neurosurgical Course with use of Virtual Reality: Modernizing the Medical Classroom,11/23/2020
33221246,Brief report: The impact of the COVID-19 pandemic on health behaviors in adolescents with Autism Spectrum Disorder,11/23/2020
33220795,The Authors Respond,11/23/2020
33219053,Quality Improvement for Rapid Development and Scale-Up of COVID-19-Related Screening Processes,11/22/2020
33219050,Interferon therapy for COVID-19 and emerging infections: Prospects and concerns,11/22/2020
33218990,"Performance of the COVID19SEROSpeed IgM/IgG Rapid Test, an Immunochromatographic Assay for the Diagnosis of SARS-CoV-2 Infection: a Multicenter European Study",11/22/2020
33218367,"Curriculum Development, Implementation, and Evaluation During the COVID-19 Confinement Period in France",11/22/2020
33218270,Safety and Efficacy of Transurethral Resection of Bladder Tumor Comparing Spinal Anesthesia with Spinal Anesthesia with an Obturator Nerve Block: A Systematic Review and Meta-analysis,11/22/2020
33217467,Urgent Dental Care During Italian Lockdown: A Cross-sectional Survey,11/21/2020
33217409,A note on tools for prediction under uncertainty and identifiability of SIR-like dynamical systems for epidemiology,11/21/2020
33217164,Gross Anatomy Education in China during the Covid-19 Pandemic: A National Survey,11/21/2020
33217004,The Black Lives Matter Movement: A Call to Action for Couple and Family Therapists,11/21/2020
33216710,Satisfaction Survey of Patients and Medical Staff for Telephone-Based Telemedicine During Hospital Closing Due to COVID-19 Transmission,11/21/2020
33216703,Vanderbilt University Medical Center Ambulatory Teleneurology COVID-19 Experience,11/21/2020
33216524,Clustered Regularly Interspaced Short Palindromic Repeats-Mediated Surface-Enhanced Raman Scattering Assay for Multidrug-Resistant Bacteria,11/21/2020
33216381,Designing therapeutic strategies to combat severe acute respiratory syndrome coronavirus-2 disease: COVID-19,11/21/2020
33216114,Older Adults and the Mental Health Effects of COVID-19,11/21/2020
33216062,Virtual Conferences: Optimizing Oncology Nurses' Experience,11/21/2020
33216055,The Year of I Don't Know,11/21/2020
33216050,How Do You Provide Humanistic Care During a Pandemic?,11/21/2020
33215959,Drug Discovery Targeting COVID-19,11/21/2020
33215941,Advances in Technology to Address COVID-19,11/21/2020
33215911,Point of Care Sensors for Infectious Pathogens,11/21/2020
33215735,COVID-19 and cancer: A clear change not only in daily clinical practice but also in clinical research management,11/21/2020
33215727,Strangers look sicker (with implications in times of COVID-19),11/21/2020
33214512,Nurse Practitioners Bridging the Gap: The Absence of Medical Doctors During the COVID-19 Crisis,11/21/2020
33214506,Acute Care Management During a Pandemic,11/21/2020
33214503,"COVID-19 Time Capsule 2: DATE: July 23, 2020",11/21/2020
33214488,"Improvise, Adapt, and Overcome",11/21/2020
33214464,"Comment on Let's Build Bridges to Recovery in COVID-19 ARDS, not Burn Them!",11/21/2020
33214455,The Safety and Efficacy of Tracheostomy in Patients Diagnosed with COVID-19: An Analysis of 143 patients at a Major NYC Medical Center,11/21/2020
33214443,Comment on: Lung Transplantation for Elderly Patients with End-stage COVID-19 Pneumonia,11/21/2020
33214441,"Response to: Comment on ""Cancer Surgery During COVID-19 How We Move Forward""",11/21/2020
33214437,"Comment on ""Cancer Surgery During COVID-19: How we Move Forward""",11/21/2020
33214430,"Comment on ""Telemedicine for Surgical Consultations- Pandemic Response or Here to Stay?: A Report of Public Perceptions."": Strategies for Telemedicine Services of General Surgery in the Post-COVID-19 Era-Experiences from Frontline Surgeons in Wuhan",11/21/2020
33214426,"Response to Comment on ""Lung Transplantation for elderly patients with end-stage COVID-19 Pneumonia""",11/21/2020
33214423,"Comment on ""Tracheotomy in Ventilated Patients with COVID-19""",11/21/2020
33214421,Meta-analysis on Serial Intervals and Reproductive Rates for SARS-CoV-2,11/21/2020
33214412,Ocular Surface Impairment After Coronavirus Disease 2019: A Cohort Study,11/21/2020
33214407,Keeping Your Diagnostic Mind Open During the COVID-19 Pandemic,11/21/2020
33214392,What is in the Myopathy Literature?,11/21/2020
33214387,The COVID-19 Outbreak and Subjects With Mental Disorders Who Presented to an Italian Psychiatric Emergency Department,11/21/2020
33214378,Keeping Calm in the Buffer Zone,11/21/2020
33214372,Special Report: Frontline Nurses Say 'Never Again',11/21/2020
33214362,Nursing Homes in the Crosshairs,11/21/2020
33214360,The Importance of PPE and Regular Testing in Health Care Facilities,11/21/2020
33214356,The Lingering Effects of COVID-19,11/21/2020
33214347,Supporting Novice Nurses During the COVID-19 Pandemic,11/21/2020
33214346,Moving On from the (Unimaginable) Year of the Nurse and the Midwife,11/21/2020
33214332,COVID-19 and Primary Measles Vaccination Rates in a Large Primary Care Network,11/21/2020
33214267,Advancing new tools for infectious diseases,11/21/2020
33214256,"Reinfections, still rare, provide clues on immunity",11/21/2020
33214255,Vaccine wagers on coronavirus surface protein pay off,11/21/2020
33214058,Drive-thru anticoagulation clinic: Can we supersize your care today?,11/21/2020
33213942,Commercial Air Travel for Passengers With Cardiovascular Disease: Stressors of Flight and Aeromedical Impact,11/21/2020
33213851,"The 2020 APSA Robert E. Gross Lecture: Pediatric Surgery, COVID 19, and the moral compass",11/21/2020
33213729,STS-ACC TVT Registry of Transcatheter Aortic Valve Replacement,11/21/2020
33213707,Prosthodontic Principles in Dental Implantology: Adjustments in a Coronavirus Disease-19 Pandemic-Battered Economy,11/21/2020
33213553,The Impact of COVID-19 Response on Central Line Associated Bloodstream Infections and Blood Culture Contamination Rates at a Tertiary Care Center in Greater Detroit Area,11/21/2020
33213283,Alone in a Time of Pandemic: Solo-Living Women Coping With Physical Isolation,11/21/2020
33213282,Second Job Holding Among Direct Care Workers and Nurses: Implications for COVID-19 Transmission in Long-Term Care,11/21/2020
33213198,Impact of COVID-19 pandemic and lockdown on eye emergencies,11/21/2020
33213188,"Chronic and Sudden Serious Illness, COVID-19, and Decision-Making Capacity: Integrating Advance Care Planning Into the Preoperative Checklist for Elective Surgery",11/21/2020
33213181,Rebubbling of detached descemet membrane endothelial grafts at the slit lamp with 50% air fill after PI-less DMEK during COVID-19 era,11/21/2020
33212602,"Effect of heterogeneous risk perception on information diffusion, behavior change, and disease transmission",11/21/2020
33212569,Superspreaders and lockdown timing explain the power-law dynamics of COVID-19,11/21/2020
33212275,Differences Between Neurosurgical Subspecialties in Telehealth Adoption,11/20/2020
33212072,Safety of Surgical Telehealth in the Outpatient and Inpatient Setting,11/20/2020
33212033,Telemedicine for contraceptive counseling: An exploratory survey of US family planning providers following rapid adoption of services during the COVID-19 pandemic,11/20/2020
33211936,Audio Interview: What the U.S. Response to Covid-19 Looks Like Today,11/20/2020
33211933,A Patient with Fever and Dyspnea,11/20/2020
33211903,The Effect of COVID-19 on Orthopedic Practices and Surgeons in Louisiana,11/20/2020
33211900,"Erratum for ""Acute Acquired Concomitant Esotropia From Excessive Application of Near Vision During the COVID-19 Lockdown""",11/20/2020
33211661,Sparse Adaptive Graph Convolutional Network for Leg Agility Assessment in Parkinson's Disease,11/20/2020
33211596,"Intravenous sulforhodamine B reduces alveolar surface tension, improves oxygenation, and reduces ventilation injury in a respiratory distress model",11/20/2020
33211554,COVID-19 Vaccine To Vaccination: Why Leaders Must Invest In Delivery Strategies Now,11/20/2020
33211542,Ensuring Equitable Access To COVID-19 Vaccines In The US: Current System Challenges And Opportunities,11/20/2020
33211540,Social Estrangement and Psychological Distress before and during the COVID-19 Pandemic: Patterns of Change in Canadian Workers,11/20/2020
33211535,"An Overview Of Vaccine Development, Approval, And Regulation, With Implications For COVID-19",11/20/2020
33211534,"Consideration Of Value-Based Pricing For Treatments And Vaccines Is Important, Even In The COVID-19 Pandemic",11/20/2020
33211116,Understanding COVID-19-Related Olfactory Dysfunction,11/20/2020
33211102,Regarding Use of Topical Steroids in Patients With COVID-19-Associated Olfactory Loss,11/20/2020
33211100,Understanding COVID-19-Related Olfactory Dysfunction-Reply,11/20/2020
33211081,How to Leverage the Medicare Program for a COVID-19 Vaccination Campaign,11/20/2020
33210943,Fellow-Driven Project Leads to National Registry for COVID-19 Biomarkers,11/20/2020
33210927,Hydration-Induced Disorder Lowers the Energy Barriers for Methyl Rotation in Drug Molecules,11/20/2020
33210859,Two Steps Back - Rescinding Transgender Health Protections in Risky Times,11/20/2020
33210858,Hydroxychloroquine with or without Azithromycin in Mild-to-Moderate Covid-19,11/20/2020
33208929,Macrophage expression and prognostic significance of the long pentraxin PTX3 in COVID-19,11/20/2020
33208702,Subjective Smell Assessment as An Office-based Rapid Procedure In COVID-19 Era,11/20/2020
33208693,COVID-19: A Year on,11/20/2020
33208691,Solid Organ Transplantation in the Era of COVID-19: Lessons from France,11/20/2020
33208675,Ensuring Equitable Access to Remote Learning During the COVID-19 Pandemic,11/20/2020
33208674,Trainee Wellness and Safety in the Context of COVID-19: The Experience of One Institution,11/20/2020
33208660,Audits Reinstated Despite Extension of COVID-19 Public Health Emergency,11/20/2020
33208477,Evaluation of Serological SARS-CoV-2 Lateral Flow Assays for Rapid Point-of-Care Testing,11/20/2020
33208457,SARS-CoV-2 Antibody Responses Are Correlated to Disease Severity in COVID-19 Convalescent Individuals,11/20/2020
33208402,"A Longitudinal, 3-Month Serologic Assessment of SARS-CoV-2 Infections in a Belgian Hemodialysis Facility",11/20/2020
33208380,The known unknowns of T cell immunity to COVID-19,11/20/2020
33208029,Health Conditions Associated With Severe Illness From COVID-19 Among Individuals With Serious Mental Illness,11/20/2020
33207930,Urgent Creation of a Palliative Care Team in a Small Hospital During the COVID Crisis,11/20/2020
33207220,"Optimizing Synchronous Online Teaching Sessions: A Guide to the ""New Normal"" in Medical Education",11/19/2020
33207144,Early Experience with Virtual Pediatric Orthopedics in New York CityPearls for Incorporating Telemedicine into Your Practice,11/19/2020
33207143,Patient and Surgeon Satisfaction with Telehealth During the COVID-19 Pandemic,11/19/2020
33207142,Ethical Implications of Resuming Elective Orthopedic Surgery During the COVID-19 Pandemic,11/19/2020
33207102,Audio Interview: Covid-19 in Europe and New Information on Vaccines,11/19/2020
33206988,Case Study of Early-Stage Breast Cancer Treatment During the COVID-19 Pandemic,11/19/2020
33206625,Use of Thin Dressings Under N95 Respirators: Exploring Their Effect on Quantitative Fit Testing Results to Guide Hospital Practice During the COVID-19 Pandemic,11/19/2020
33206566,Socializing during the COVID-19 Pandemic,11/19/2020
33206563,Current Controversies in Inferior Vena Cava Filter Placement: AJR Expert Panel Narrative Review,11/19/2020
33206141,Complications in Patients With COVID-19,11/19/2020
33206133,A Proposed Framework and Timeline of the Spectrum of Disease Due to SARS-CoV-2 Infection: Illness Beyond Acute Infection and Public Health Implications,11/19/2020
33206128,Complications in Patients With COVID-19-Reply,11/19/2020
33206119,Complications in Patients With COVID-19,11/19/2020
33205912,Evaluation of the IR Biotyper for Klebsiella pneumoniae typing and its potentials in hospital hygiene management,11/19/2020
33203781,Ensuring vaccine safety,11/19/2020
33203767,COVID-19 Planning Among Radiologic Science Programs: Response Mitigation Activities,11/19/2020
33203534,Clinicians' User Experience of Telemedicine in Neurosurgery During COVID-19,11/19/2020
33203346,COVID-19: Understanding Testing,11/19/2020
33203226,Notes from the Field: Effectiveness of Prevention and Control Measures for Imported COVID-19 in Guangming District of Shenzhen,11/19/2020
33203214,Polymer microarrays rapidly identify competitive adsorbents of virus-like particles,11/19/2020
33202349,Staying connected during COVID-19: Family engagement with adults with developmental disabilities in supported accommodation,11/18/2020
33202195,Cytokine Storm May Not Be the Chief Culprit for the Deterioration of COVID-19,11/18/2020
33202163,Collaboration Between Public Health and Marketing Experts as a Response to COVID-19,11/18/2020
33201768,Implications of SARS-CoV-2-Associated Myocarditis in the Medical Evaluation of Athletes,11/18/2020
33201699,Triterpenoid-Mediated Inhibition of Virus-Host Interaction: Is Now the Time for Discovering Viral Entry/Release Inhibitors from Nature?,11/18/2020
33201210,Partnership to Make 120 Million COVID-19 Rapid Tests Available,11/18/2020
33201148,What Are COVID Toes? A Case Study,11/18/2020
33201071,Differential Diagnosis of Negative Pressure Pulmonary Edema During COVID-19 Pandemic,11/18/2020
33201063,Purpurona: A Novel Report of COVID-19-Related Henoch-Schonlein Purpura in a Child,11/18/2020
33201006,Educating Anesthesiologists During the Coronavirus Disease 2019 Pandemic and Beyond,11/18/2020
33201005,Early Percutaneous Tracheostomy in Coronavirus Disease 2019: Association With Hospital Mortality and Factors Associated With Removal of Tracheostomy Tube at ICU Discharge. A Cohort Study on 121 Patients,11/18/2020
33201004,"Validation of Inflammopathic, Adaptive, and Coagulopathic Sepsis Endotypes in Coronavirus Disease 2019",11/18/2020
33201002,The Impact of COVID-19 on Service Provision for Emergency Department Patients Post-Opioid Overdose: A Field Report,11/18/2020
33201001,Angiotensin Converting Enzyme Inhibitors and Angiotensin Receptor Blockers and Mortality Among COVID-19 Patients: A Systematic Review and Meta-Analysis,11/18/2020
